V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
79.7938,0.654346,2.78151,0.654346,All
79.8708,0.655345,2.79956,0.655345,All
79.8826,0.656344,2.80673,0.656344,All
79.9626,0.657343,2.80689,0.657343,All
79.9659,0.658342,2.81101,0.658342,All
79.9861,0.659341,2.81822,0.659341,All
80.0965,0.66034,2.82143,0.66034,All
80.1141,0.661339,2.8307,0.661339,All
80.1204,0.662338,2.83208,0.662338,All
80.2755,0.663337,2.83775,0.663337,All
80.4649,0.664336,2.84719,0.664336,All
80.4651,0.665335,2.86087,0.665335,All
80.5167,0.666334,2.87903,0.666334,All
80.5948,0.667333,2.88217,0.667333,All
80.6068,0.668332,2.89081,0.668332,All
80.6249,0.669331,2.8948,0.669331,All
80.7327,0.67033,2.8998,0.67033,All
80.8511,0.671329,2.9029,0.671329,All
80.9261,0.672328,2.91227,0.672328,All
81.0863,0.673327,2.91271,0.673327,All
81.0958,0.674326,2.91382,0.674326,All
81.1793,0.675325,2.91425,0.675325,All
81.2606,0.676324,2.91458,0.676324,All
81.3033,0.677323,2.91498,0.677323,All
81.4383,0.678322,2.91749,0.678322,All
81.507,0.679321,2.9229,0.679321,All
81.5772,0.68032,2.9232,0.68032,All
81.606,0.681319,2.9242,0.681319,All
81.7155,0.682318,2.9325,0.682318,All
81.8154,0.683317,2.93716,0.683317,All
81.9625,0.684316,2.94322,0.684316,All
82.0346,0.685315,2.94495,0.685315,All
82.131,0.686314,2.9462,0.686314,All
82.1772,0.687313,2.95156,0.687313,All
82.1867,0.688312,2.95488,0.688312,All
82.2465,0.689311,2.97292,0.689311,All
82.3078,0.69031,3.00799,0.69031,All
82.4613,0.691309,3.01025,0.691309,All
82.5371,0.692308,3.01071,0.692308,All
82.6342,0.693307,3.01173,0.693307,All
82.6804,0.694306,3.01216,0.694306,All
82.8301,0.695305,3.0129,0.695305,All
82.9295,0.696304,3.01637,0.696304,All
82.9446,0.697303,3.03611,0.697303,All
82.9475,0.698302,3.03643,0.698302,All
82.9611,0.699301,3.05898,0.699301,All
82.9792,0.7003,3.0688,0.7003,All
83.0064,0.701299,3.06982,0.701299,All
83.0558,0.702298,3.07536,0.702298,All
83.0622,0.703297,3.07631,0.703297,All
83.3296,0.704296,3.09501,0.704296,All
83.5249,0.705295,3.09973,0.705295,All
83.6752,0.706294,3.10367,0.706294,All
